842,07-010,腦神經內科,noˋsiinˇginˊnui koˊ,腦神經內科,neurology,腦神經个問題，做得先去腦神經內科看，正決定係毋係愛轉科。,腦神經的問題，可以先去看腦神經內科，再決定是否須要轉科。
843,07-011,新陳代謝科,sinˊciinˇtoi  cia  koˊ,新陳代謝科,metabolism,陳醫師原來看腸胃科，這下轉到新陳代謝科看診。,陳醫師原來看腸胃科，現在轉到新陳代謝科看診。
844,07-012,泌尿科,bi ngiau koˊ,泌尿科,urology,二十年前有個江醫師，佢係泌尿科當權威个醫生。,二十年前有個江醫師，他是泌尿科非常權威的醫生。
845,07-013,皮膚科,piˇfuˊkoˊ,皮膚科,dermatology,這間皮膚科个醫生當有名，當多人去分佢看。,這家皮膚科的醫生很有名，很多人去就診。
846,07-014,醫生,iˊsenˊ,醫師,a doctor,醫生看診，藥劑師調藥仔，各有各个職務。,醫生看診，藥劑師調藥，各有各的職務。
847,07-015,藥劑師,iok  zi  siiˊ,藥劑師,a pharmacist,藥劑師同醫師分工合作，醫療制度可能會較健全。,藥劑師跟醫師分工合作，醫療制度可能會比較健全。
848,07-016,護士,fu sii,護士,a nurse,做護士愛輪小夜班、大夜班，拗蠻辛苦。,做護士要輪小夜班、大夜班，相當辛苦。
849,07-017,看護,kon fu,看護,a care giver,佢愛請看護來照顧厥爸，你知哪位有好請無？,他要請看護來照顧他爸爸，你知道哪裡有得請嗎？
850,07-018,產婆,sanˋpoˇ,助產士,a midwife,助產士會同人接生，客話喊佢安到產婆。,助產士會跟人接生，客家話把他叫做產婆。
851,07-019,漢醫（中醫）,hon  iˊ（zungˊiˊ）,中醫,a Chinese medicine practitioner; a herb doctor,發病个時節，有人慣看漢醫，有人慣看西醫。,生病的時候，有人習慣看中醫，有人習慣看西醫。
852,07-020,西醫,siˊiˊ,西醫,a western medicine practitioner,這隻醫院有西醫也有中醫，隨在病患愛看哪樣。,這家醫院有西醫也有中醫，任由病患要看哪一種。
853,07-021,急診,gipˋziinˊ,急診,emergency,有急病个時節，愛遽遽去醫院掛急診。,有急病的時候，要趕快去醫院掛急診。
854,07-022,看診,kon ziinˊ,看診,to examine patients,張醫師今晡日出差，無法度看診。,張醫師今天出差，無辦法看診。
855,07-023,復健科,fuk  kien koˊ,復健科,rehabilitation department,中風過个人愛去復健科慢慢調理。,中風過的人要去復健科慢慢調理。
856,07-024,加護病房,gaˊ fu  piang  fongˇ,加護病房,intensive care unit,手術室出來，先在加護病房觀察，無問題正送到普通病房。,手術室出來，先在加護病房觀察，沒問題再送到普通病房。
857,07-025,降嬰兒（降孲）,giung  oˊngaˇ,生小孩,to give birth to a child,降嬰兒愛請產婆撿輕，順續斷臍。,分娩要請助產士接生，順便剪臍帶。
858,07-026,生產,senˊ  sanˋ,生產，生小孩,to give a birth; to delivery,心臼肚屎痛吔，可能係會生產吔，遽啊送去醫院正好。,媳婦肚子痛了，可能是快生產了，快點送去醫院才好。
859,07-027,掛號,gua  ho,掛號,to register,所有醫院，看病以前都愛先掛號，照順序來。,所有醫院，看病以前都要先掛號，照順序來。
860,07-028,老症頭,loˋ ziin teuˇ,老毛病,a chronic disease,這係老症頭咧，食藥仔就會好，無麼个相干。,這是老症頭了，吃藥就會好，沒什麼關係。
861,07-029,症頭,ziin  teuˇ,病症,symptoms of a disease,佢毋知著著麼个症頭，醫歸年還無醫好。,他不知道得了什麼病症，醫了快一年還沒醫好。
862,07-030,病症,piang ziin,病症,symptoms of a disease,科學越來越發達，醫藥也越來越好，毋過還係異多病症醫毋著。,科學越來越發達，醫藥也越來越好，不過還是有很多病症醫不好。
863,07-031,毋鬆爽（毋爽快）,mˇsungˊsongˋ（mˇsongˋ kuai）,不舒服,uncomfortable,身體有病，有人講毋鬆爽，也有人講毋自然。,身體有病，有人說不舒服，也有人說不舒服、不自在。
864,07-032,毋自然,mˇcii ienˇ,有病,to get sick,阿通仔講佢身體毋自然，今晡日愛請假休息。,阿通說他身體有病，今天要請假休息。
865,07-033,感著,gamˋdoˋ,感冒,to catch a cold,佢昨晡日感著，略略仔發燒，愛去分醫生看正好。,他昨天感冒，稍微有點兒發燒，要去給醫生看才好。
866,07-034,翕著,hipˋdoˋ,因悶熱受病,to have heatstroke,佢這幾日翕著，在屋下睡眠床，無法度上班。,他這幾天悶出病來，在家裡躺在床上，沒有辦法上班。
867,07-035,目珠矇,mukˋzuˊmungˇ,視覺不清楚,blurred vision,阿公目珠矇，看新聞愛戴目鏡正奈得何。,祖父視力不好，看新聞要戴眼鏡才有辦法。
868,07-036,發赤目,botˋcakˋmukˋ,急性結膜炎,to have acute conjunctivitis,發赤目盡艱苦，目珠紅，目屎多。,長結膜炎很痛苦，眼睛紅紅，眼屎多多。
869,07-037,推窗(鬥眼),tuiˊcungˊ（deu ngienˋ）,鬥雞眼,cross eyes,阿旺个目珠原來會推窗，當兵該下軍醫摎佢醫好吔。,阿旺的眼睛原來是鬥雞眼，當兵時軍醫幫他醫好了。
870,07-038,擐人,kuan  nginˇ,懷孕,pregnant,婦人家有身妊又安到有身項、擐人、擐大肚。,婦人有身孕又叫做懷孕、帶身孕、帶球跑。
871,07-039,有身項,iuˊ siinˊ hong,懷孕,pregnant,阿蔥嫂厥心臼有身項吔，毋知幾時會做月？,阿蔥嫂她媳婦有身孕了，不知道幾時會坐月子？
872,07-040,有身妊,iuˊ siinˊ imˋ,懷孕,pregnant,阿月仔有身妊吔，厥家娘吩咐佢愛細義兜仔，毋好重擔。,阿月懷孕了，她婆婆吩咐她要小心一點，不要挑重擔。
873,07-041,擐大肚,kuan tai duˋ,懷孕,pregnant,阿盛厥夫娘擐大肚吔，佢早早就雞仔蓄便嘍。,阿盛他太太懷孕了，他早早就把雞養起來等著了。
874,07-042,落胎,lau  toiˊ,流產,miscarriage,有身項个人愛極小心，提防落胎。,有身孕的人要非常小心，提防流產。
875,07-043,打胎,daˋtoiˊ,1.墮胎;2.又稻麥結穗義,abortion; to abort,1有兜人主張打胎合法，毋過有兜人極力反對。2禾仔打胎過後，無幾久就會出禾串仔。,1有些人主張墮胎合法，不過有些人極力反對。2稻稈內結初穗過後，沒有多久就會長出稻串。
876,07-044,嚇著,hakˋdoˋ,受驚嚇,shocked,阿文牯睡目會著驚，敢怕係分狗仔嚇著。,阿文這男孩睡覺會出現驚嚇，恐怕是被狗嚇到。
877,07-045,作渴,zokˋhotˋ,口渴,thirsty,發燒个人較會作渴，愛多食兜仔滾水正好。,發燒的人較會內燥口渴，要多喝些開水才好。
878,07-046,百日嗽,bakˋngitˋcukˋ,百日咳,pertusis; whooping cough,佢嗽恁多日還吂好，毋知會係百日嗽無？,他咳嗽那麼多天還沒好，不知道會不會是百日咳？
879,07-047,痰火,tamˇfoˋ,肺病,consumption,肺病，頭擺人講係發痰火，愛多食滋養个東西。,肺病，從前人說是冒痰火，要多吃營養的東西。
880,07-048,火氣大,foˋhi  tai,火氣大,high internal heat,火氣大會秘結，愛多食青菜水果。,火氣大會便秘，要多吃青菜水果。
881,07-049,頭那痛(頭顱痛),teuˇnaˇtung,頭痛,headache;,阿甘嫂講佢頭那痛，毋知係感冒引起个無？,阿甘嫂說她頭痛，不知道是不是感冒引起的？
882,07-050,臭頭,cu teuˇ,癩痢頭,a scaled head,頭擺衛生條件較差，異多細人仔發臭頭、發雞屎堆。,從前衛生條件較差，很多小孩子癩痢頭、頭上長硬痂。
883,07-051,雞屎堆,gieˊsiiˋdoiˊ,頭上長癤子,boils on the head,阿良个頭那發雞屎堆咧，大約怕係平常頭那無洗淨！,阿良的頭上長出像雞糞那樣的癤子了，大概是平常沒有把頭洗乾淨吧！
884,07-052,蛀牙,zu ngaˇ,蛀牙,tooth decay,食東西過後牙齒愛搓淨啊，較毋會蛀牙、發牙包。,吃東西過後牙齒要刷乾淨，較不會蛀牙、牙齦發炎。
885,07-053,發牙包,botˋngaˇbauˊ,牙根發炎,the inflammation on a tooth root,有人講食隔夜卵會發牙包，照想，發牙包定著係另外有原因个。,有人說吃隔夜的蛋會牙齦長膿包，我想，牙齦長膿包一定是另有原因的。
886,07-054,頭燒額痛,teuˇseuˊngiakˋtung,發燒頭疼,fever and headache,細人仔係有頭燒額痛，愛遽遽分先生看正好。,小孩子若是有發燒頭痛，要趕緊給醫生看才好。
887,07-055,肺炎,fi  iamˇ,肺炎,pneumonia,阿才嗽當久無好，先生看過正知係著著肺炎。,阿才咳嗽很久沒好，醫師看過才知道是得了肺炎。
888,07-056,發紅,fatˋ fungˇ,紅腫,erythema; red and swollen,傷口毋好打著水，無就會發紅。,傷口不可以碰到水，不然就會紅腫。
889,07-057,發炎,fatˋ iamˇ,發炎,to inflame; infammation,有傷口就愛消毒、膏藥仔，提防發炎。,有傷口就要消毒、敷藥，提防發炎。
890,07-058,發疔仔,botˋ dangˊ eˋ,長疔,catch furuncles; to have boils,頭擺遇著發疔仔，大體用膏藥來醫，這下無共樣吔。,從前遇到長疔，大體用膏藥來醫，現在不一樣了。
891,07-059,發瘤仔,botˋ liuˇ eˋ,長瘤,to have tumors,發瘤仔有分良性同惡性，愛經過檢驗正會知。,長瘤有分良性跟惡性，要經過檢驗才會清楚。
892,07-060,發蛾,botˋ  ngoˇ,白喉,to diphtheria,細人仔發蛾當危險，愛遽遽去分醫生看。,小孩子喉嚨長白喉很危險，要趕快給醫生看。
893,07-061,盲腸炎,mongˇcongˇiamˇ/moˊ congˇiamˇ,盲腸炎,appendicitis,盲腸炎雖然毋係麼个大病，毋過也愛趕遽送醫正好。,盲腸炎雖然不是什麼大病，不過也要趕緊送醫才好。
894,07-062,肝炎,gonˊiamˇ,肝炎,hepatitis,阿才毋堵好著著肝炎，醫當久正好。,阿才不小心得了肝炎，醫很久才好。
895,07-063,貧血,pinˇhietˋ,貧血,anema,頭擺盡多人因為營養不足，產生貧血現象。,從前很多人因為營養不足，產生貧血現象。
896,07-064,秘結,bi  gietˋ,便秘,constipation,火氣大會秘結，愛多食青菜水果。,火氣大會便秘，要多吃青菜水果。
897,07-065,中毒,zung  tuk,中毒,intoxication; to be affected by poison,用瓦斯愛注意通風，提防瓦斯中毒。,用瓦斯要注意通風，提防瓦斯中毒。
898,07-066,破傷風,po  songˊfungˊ,破傷風,tetanus,破傷風係無醫著就會致命，愛小心正好。,破傷風要是沒醫好就會致命，要小心才好。
899,07-067,發痔仔,botˋcii  eˋ,長痔瘡,to have hemorrhoid,這下醫術恁發達，發痔仔毋會難醫。,現代醫術那麼發達，生痔瘡並不難醫。
900,07-068,發癬,botˋsienˋ,長癬,to catch tinea,發癬像毋係麼个大病，毋過有人醫三十年都醫毋好。,長癬似乎不算什麼大病，不過有人醫三十年都醫不好。
901,07-069,癌症,ngamˇziin,癌症,cancer,現代人講著癌症，就驚到會死，因為到今還無麼个特效藥。,現代人講到癌症，就怕得要死，因為到今天還沒什麼特效藥。
902,07-070,花柳病,faˊliuˋpiang,花柳病,venereal diseases,花柳科專醫花柳病，梅毒就係一種花柳病。,花柳科專醫花柳病，梅毒就是一種花柳病。
903,07-071,梅毒,moiˇtuk,梅毒,syphilis,梅毒係一種花柳病，毋過有藥仔好醫。,梅毒是一種花柳病，不過有藥可醫。
904,07-072,狐癖,fuˇpitˋ,狐臭,armpit odor; bromhidrosis,有狐癖个人愛多噴香水，正毋會得人惱。,有狐臭的人要多噴香水，才不會惹人厭。
905,07-073,著,sakˋdoˋ,閃到腰,to have waist twisted,阿登牯个腰骨著，歸個月毋會做事。,阿登的腰骨閃到，一整個月不會做事。
906,07-074,痛,tung,痛,pain,佢痛到堵毋著，愛遽遽摎佢注射止痛正好。,他痛得受不了，要趕快幫他注射止痛才好。
907,07-075,發癱風,botˋtanˊfungˊ,癱瘓,paralyzed,發癱風个人毋會行，生活愛靠人幫忙，異麻煩。,癱瘓的人不能走路，生活要靠人幫忙，相當麻煩。
908,07-076,發痣,botˋzii,長痣,to have moles (nevus),阿姊个面發痣，阿姆講點忒佢較好看相。,姊姊的臉長痣，媽媽說點掉它比較好看。
909,07-077,魚鱗痣,ngˇlinˊzii,魚鱗痣,a mole like fish scales,佢魚仔手無洗淨，手發一粒魚鱗痣。,他殺魚手沒洗乾淨，手肘長一顆魚鱗痣。
910,07-078,發,botˋhapˋ,生氣喘病,to have asthma,發當難醫，這可能同體質過敏有關。,氣喘很難醫，這可能跟體質過敏有關。
911,07-079,痰,tamˇ,痰,phlegm,食煙个人會起煙痰，莫食煙最好。,抽煙的人會起煙痰，不要抽煙最好。
912,07-080,翻,ponˊ,嘔吐,to vomit,國語講个「翻胃」，客語講「翻」，也有講「嘔」。,國語說的「翻胃」，客語單說「翻」，也有說「嘔吐」。
913,07-081,嘔,euˋ,嘔吐,to puke,你看阿和牯，東西食落去就嘔，愛渡去看醫生正好！,你看阿和這家伙，東西吃下去就吐，要帶去看醫生才好！
914,07-082,屙瀉粑,oˊsia baˇ,瀉肚子,to have runs,食著毋萋个魚、肉會屙瀉粑，故所食東西愛細義。,吃到不新鮮的魚、肉會瀉肚子，所以食東西愛細義。
915,07-083,大核包,tai  hak  bauˊ,疝氣,hernia,大核包係墜腸个現象，手術就會好。,疝氣是墜腸的現象，手術就會好。
916,07-084,貢膿,gung nungˇ,長膿包,to have pustule,你這隻粒仔貢膿，愛消炎正會好。,你這個包包長膿，要消炎才會好。
917,07-085,發瘡仔,botˋcongˊeˋ,長疥瘡,to have scabies,上早人衛生條件較差，有人會發瘡仔。,從前的人衛生條件較差，有人會長疥瘡。
918,07-086,發癩痢,botˋ lai  liˊ,長癩痢,to have a scaled head,發癩痢係一種皮膚病，注意身體摎環境个清潔，就做得預防。,長癩痢是一種皮膚病，注意身體跟環境清潔，就可以預防。
919,07-087,青光眼,ciangˊgongˊngienˋ,青光眼,glaucoma,青光眼這種毛病頭擺盡難醫，這下做得手術。,青光眼這種毛病從前難醫，現在可以手術。
920,07-088,植物人,ciit  vut  nginˇ,植物人,vegetative being,著傷忒嚴重就有可能變成植物人，這係盡難醫个病。,受傷太嚴重就有可能變成植物人，這是很難治的病。
921,07-089,蒙古症,mungˇ   guˋ  ziin,蒙古症,Down's syndrome; Mongolism,蒙古症係基因變化產生个症頭，做產前檢查就驗得出來。,蒙古症是基因變化產生的病症，做產前檢查能驗得出來。
922,07-090,白內障,pak  nui  zong,白內障,cataract,聽講宋朝時代就有手術白內障个方法，安到「撥障法」。,聽說宋朝時代就有手術白內障的方法，稱做「撥障法」。
923,07-091,心臟麻痺,simˊ  cong maˇ  bi,心臟麻痺,cardic paralysis,佢平常看著係好好个人，忽然間心臟麻痺，一下無救著就去吔。,他平常看起來是好好的人，忽然間心臟麻痺，一下子沒救到就去世了。
924,07-092,唐氏症,tongˇ   sii  ziin,唐氏症,Down's syndrome; Mongolism,你識看過唐氏症个病人無？佢又安到蒙古症。,你曾看過唐氏症的病人嗎？它又叫做蒙古症。
925,07-093,醫病,iˊpiang,醫病,to treat for disease,醫生係專門摎人醫病个專家，故所一向受人尊敬。,醫生是專門幫人醫病的專家，所以一向受人尊敬。
926,07-094,治療,cii liauˇ,治療,to cure for disease,任何病都有治療个辦法，毋過效果會有爭差。,任何病都有治療的辦法，不過效果會有差別。
927,07-095,消炎,seuˊiamˇ,消炎,anti-inflammatory,有發炎現象就愛消炎，這下用注射最方便。,有發炎現象就要消炎，現代用注射最方便。
928,07-096,注射,zu  sa,注射,injection,發高燒異危險，愛食藥仔、注射正會退燒。,發高燒很危險，要吃藥、打針才會退燒。
929,07-097,手術（開刀）,suˋsut（koiˊdoˊ）,手術,an operation; a surgery,佢个盲腸炎恁嚴重，這擺無手術敢怕做毋得吔。,他的盲腸炎那麼嚴重，這次不動手術恐怕不行了。
930,07-098,鑲牙補齒,siongˊngaˇbuˋciiˋ,鑲牙補齒,to crown or fill a tooth,現代牙科毋單係摎人鑲牙補齒，還有當多種醫療服務。,現代牙科不止是幫人鑲牙補齒，還有很多種醫療服務。
931,07-099,鑲牙齒,siongˊngaˇciiˋ,鑲牙,to crown or to have a denture made,阿公朝晨愛去鑲牙齒，下晝正會去公園唱山歌。,阿公早上要去鑲牙，下午才會去公園唱山歌。
932,07-100,種牙,zung ngaˇ,植牙,to plant a tooth,現代醫學有種牙个技術，實在真高明。,現代醫學有植牙的技術，實在真高明。
933,07-101,止痛,ziiˋtung,止痛,to relieve pain,佢痛到堵毋著，愛遽遽想辦法摎佢止痛正好。,他痛到受不了，要趕快想辦法幫他止痛才好。
934,07-102,捉背筋,zokˋboi ginˊ,按摩,to massage,莊下人熱著當流行捉背筋，聽講效果異好。,鄉下人中暑很流行按摩，聽說效果相當好。
935,07-103,刮痧,guatˋ saˊ,刮痧,"a popular treatment for sunstroke by scraping the patient's neck, chest or back",刮痧係一種民間療法，你識試過無？,刮痧是一種民俗療法，你曾經試過嗎？
936,07-104,開藥方（開藥單）,koiˊiok  fongˊ(koiˊiok  danˊ),開藥方,to prescribe,做醫生愛會看病，又愛會開藥方，真無簡單。,做醫生要會看病，又要懂得開藥方，真不簡單。
937,07-105,合藥仔,gapˋiok  eˋ,配藥,to fill a prescription,有病愛去合藥仔來食，毋堪拖！,有病要去配藥吃，不應該拖！
938,07-106,拈藥仔,ngiamˊiok  eˋ,配藥，買藥,to fill a prescription; to buy a medicine,阿森伯嗽吔好多日，佢講愛去藥店拈藥仔來食。,阿森伯咳了好幾天，他說要去藥店配藥來吃。
939,07-107,拆藥仔,cakˋiok  eˋ,配藥，買藥,to fill a prescription; to buy a medicine,厥婆發病仔該下，佢逐日都上街拆藥仔轉來炰分厥婆食。,他祖母生病期間，他每天都上街配藥回來熬給他祖母吃。
940,07-108,買藥仔,maiˊiok  eˋ,買藥,to fill a prescription; to buy a medicine,有病愛分醫生看，做毋得自家儘採買藥仔來食。,有病要給醫生看，不可以自己隨便買藥來吃。
941,07-109,食藥仔,siit  iok  eˋ,吃藥、服藥,to take medicine,發高燒異危險，愛食藥仔、注射正會退燒。,發高燒很危險，要吃藥、打針才會退燒。
942,07-110,膏藥仔,goˇiok  eˋ,敷藥,to apply ointment,皮膚病嚴重个時節，除忒愛膏藥仔，還愛食藥仔。,皮膚病嚴重的時候，除了要擦藥塗藥膏，還要吃藥。
943,07-111,接生,ziapˋsenˊ,接生,to deliver a child,頭擺人心臼做月會請助產士來接生，今个人大體去醫院較多。,從前的人媳婦坐月子時，會請助產士來接生，現在的人大致去醫院較多。
944,07-112,斷血,donˋ hietˋ,止血,to stop bleeding,傷著血筋，血流無停，愛遽遽斷血較要緊。,傷到血管，血流不停，要趕快止血比較要緊。
945,07-113,斷臍,donˋciˊ,剪臍帶,to cut umbilical cord,阿姆講佢降該時節，係阿婆同斷臍。,媽媽說她生我的時候，是祖母幫我剪臍帶。
946,07-114,磅血壓（量血壓）,bonˇhietˋapˋ（liongˇhietˋapˋ）,量血壓,to take blood presure,檢查身體定著愛磅血壓，正會知血壓有調和無？,檢查身體一定要量血壓，才會知道血壓是否正常？
947,07-115,安胎,onˊ  toiˊ,安胎,to secure one's pregnancy,安胎係婦產科醫生常會用著个醫療項目。,安胎是婦產科醫生常會用到的醫療項目。
948,07-116,洗腸、灌腸,seˋ  congˇ 、 gon  congˇ,洗腸；灌腸,to have enema; to have lavement,中毒个病人愛遽遽送去醫院洗腸、灌腸，再來解毒，正較有效果。,中毒的病人要趕快送去醫院洗腸、灌腸，再來解毒，才比較有效果。
949,07-117,退燒（退作）,tui  seuˊ（tui  zokˋ）,退熱,abatement of fever; to bring down fever,阿良發高燒，醫生同佢注吔射，慢慢才退燒。,阿良發高燒，醫生幫他注了射，慢慢正退熱。
950,07-118,換肝,von   gonˊ,換肝,a liver transplant,現代醫術真高明，肝壞忒還做得換肝。,現代醫術真高明，肝壞了還能換肝。
951,07-119,換心,von   simˊ,換心,a heart transplant,換心手術實在無簡單，比車輛換引擎複雜加幾百倍。,換心手術實在不簡單，比車輛換引擎要複雜好幾百倍。
952,07-120,換藥仔,von  iok  eˋ,換藥,to switch medicine,阿才出院吔，醫生講逐日倒轉去換藥仔就做得。,阿才出院了，醫生說每天回去換藥就行。
953,07-121,照胃鏡,zeu  vi  giang,照胃鏡,to take gastroscopy,胃个問題，照胃鏡就看得清楚。,胃的問題，照胃鏡就看得清楚。
954,07-122,接骨,ziapˋ gutˋ,接骨,bone synthesis,民間流傳有真好个接骨技術，可惜漸漸仔無受重視吔。,民間流傳有相當好的接骨技術，可惜漸漸不受重視了。
955,07-123,胃鏡,vi  giang,胃鏡,gastroscope,胃鏡係一種做得伸入胃裡肚个醫療器材。,胃鏡是一種可以插入胃腸裡面的醫療器材。
956,07-124,注射笐,zu  sa  gongˇ,注射針筒,the tube and needle for injection,注射笐係注射用个醫療器材，也係一種消耗品。,注射針筒是注射用的醫療器材，也是一種消耗品。
957,07-125,內視鏡,nui  sii  giang,內視鏡,endoscope,內視鏡做得插入身體內部，有兜病就毋使開刀吔。,內視鏡可以插入身體內部，有些病就不必開刀了。
958,07-126,心電圖,simˊtien tuˇ,心電圖,"electrocardiogram( EKG, ECG)",中年以上个人，最好隔兩年就愛做一擺心電圖，了解心臟个機能。,中年以上的人，最好隔兩年就要做一次心電圖，了解心臟的機能。
959,07-127,萬金油,van  gimˊiuˇ,萬金油,the Tiger balm; a very popular Chines ointment,萬金油係盡好个急救藥仔，對異多症頭都有效。,萬金油是很好的急救藥，對很多病症都有效。
960,07-128,瀉藥,sia  iok,瀉藥,lasative,頭擺目藥、傷藥、胃散、瀉藥這兜，係家庭常用个藥仔。,從前眼藥、傷藥、胃散、瀉藥這些，是家庭常用的藥。
961,07-129,胃散,vi  sanˋ,胃藥,medicinal powder for stomache,有人講常食胃散對胃較好，係想，胃散乜係一種藥仔，無病毋好亂食較好。,有人說常吃胃散對胃比較好，依我想，胃散也是一種藥，沒病不要亂吃比較好。
962,07-130,魚肝油,ngˇgonˊ iuˇ,魚肝油,fish liver oil,識食過魚肝油來補充營養。,我曾經吃過魚肝油來補充營養。
963,07-131,紅藥水,fungˇiok  suiˋ,紅藥水,mercurochrome,紅藥水係搽外傷用个，做毋得拿來食。,紅藥水是塗抹外傷用的，不可以拿來吃。
964,07-132,消毒水,seuˊtuk  suiˋ,消毒水,disinfectant,消毒水本身有毒性，做得消毒，做毋得解毒。,消毒水本身有毒性，可以消毒，但不能解毒。
965,07-133,碘酒,dienˋziuˋ,碘酒,iodine,碘酒係便宜又好用个外用藥水，對破傷風也有效。,碘酒是便宜又好用的外用藥水，對破傷風也有效。
966,07-134,雞毛管,gieˊmoˊgonˋ,膠囊,capsule,內服个藥仔真多係裝在雞毛管裡肚，用个時節加異方便。,內服藥很多是裝在膠囊裡面，用的時候增加許多方便性。
967,07-135,水藥,suiˋiok,水藥,Chinese medicine in liquid form,藥仔个形式有異多種，有水藥、藥水、藥丸、也有藥膏。,藥的形式有很多種，有水藥、藥水、藥丸、也有藥膏。
968,07-136,傷藥,songˊiok,傷藥,the medicine for treat wound,頭擺目藥、傷藥、胃散、瀉藥這兜，係家庭常用个藥仔。,從前眼藥、傷藥、胃散、瀉藥這些，是家庭常用的藥。
969,07-137,藥水,iok  suiˋ,藥水,medicinal liquid,對細人仔來講，藥水比藥粉較好勢食，無像藥粉恁麻煩。,對小孩子來講，藥水比藥粉容易服用，不像藥粉那麼麻煩。
970,07-138,藥粉,iok  funˋ,藥粉,medicinal powder,藥丸仔做得用擂缽擂到變藥粉。,藥丸可以用研藥缽研磨變藥粉。
971,07-139,藥丸,iok  ienˇ,藥丸,a pill,製造好个便藥仔有真多種，有藥粉，也有藥丸。,製造好的成藥有好多種，有藥粉，也有藥丸。
972,07-140,藥膏,iok  gauˊ,藥膏,ointment,藥膏係一種異方便个外用藥，貼落去無就膏落去就做得。,藥膏是一種相當方便的外用藥，貼上去或是塗抹上去就行。
973,07-141,藥片,iok  pienˋ,藥片,a tablet,現代个西藥做成藥片个當多，帶摎食都方便。,現代的西藥做成藥片的很多，攜帶跟服用都方便。
974,07-142,西藥,siˊiok,西藥,western medicine,有人慣用西藥，有人慣用中藥，也有人兩樣藥仔都用。,有人慣用西藥，有人慣用中藥，也有人兩樣藥都用。
975,07-143,草藥,coˋiok,草藥,herb medicine,草藥係民間流傳个藥材摎藥方，佢對當多症頭都有效。,草藥是民間流傳的藥材跟藥方，它對許多病症都有效。
976,07-144,目藥,mukˋiok,眼藥,medicine for eyes,聽講該間眼科開个目藥當好，你試去分佢看啊！,聽說那家眼科開的眼藥很好，你不妨去給他看一看！
977,07-145,枸杞,gieuˋgiˋ,枸杞,medler,枸杞、當歸、蓮子、薏仁係常用个漢藥藥材，做得食補。,枸杞、當歸、蓮子、薏仁是常用的漢藥藥材，可以吃補。
978,07-146,薄荷,pok  hoˇ,薄荷,mint,薄荷做得提神醒腦，食得也膏得，係盡有用个藥材。,薄荷能提神醒腦，可以吃也可以搽，是很有用的藥材。
979,07-147,當歸,dongˊguiˊ,當歸,the roots of Chinese angelica; udo,臺灣有人試種過當歸，毋過聽講藥力無恁好。,臺灣有人嘗試種過當歸，不過聽說藥力沒那麼好。
980,07-148,熟地,suk  ti,熟地,rehmanniae praeparatum; Rehmanniae vaporata,熟地像老蘿蔔乾个樣仔，毋過佢係當有用个一味藥材。,熟地像老蘿蔔乾似的，不過它是很有用的一味藥材。
981,07-149,甘草,gamˊcoˋ,甘草,licorice root,甘草性溫和，做得和百藥。,甘草性溫和，可以和百藥。
982,07-150,鹿茸,luk  iungˇ,鹿茸,deer antlers,鹿茸係鹿仔个嫩角，也係補藥个一味。,鹿茸是鹿的嫩角，也是補藥的一味。
983,07-151,蓮子,lienˇziiˋ,蓮子,seed of lotus,蓮子做得落藥，也做得做菜，係異受歡迎个東西。,蓮子可以入藥，也可以用來做菜，是相當受歡迎的東西。
984,07-152,川七,conˊcitˋ,川七,pseudoginseng,川七有清血散血个效果，跌打損傷藥常會用著。,川七有清血散血的效果，跌打損傷藥常會用到。
985,07-153,白菓,pet  goˋ,白菓,ginkgo nut,白菓就係銀杏，佢係一種漢藥藥材，也有人拿來做菜。,白菓就是銀杏，它是一種漢藥藥材，也有人拿來做菜。
986,07-154,黃耆,vongˇkiˇ,黃耆,the root of membranous milk vetch,黃耆係一種草仔个地下莖，做藥仔做得外用，也做得內服。,黃耆是一種草的地下莖，做藥可以外用，也可以內服。
987,07-155,人蔘,nginˇsemˊ,人蔘,ginseng,人蔘係漢藥當中盡好个補品，故所價錢當貴。,人蔘是漢藥當中很好的補品，所以價錢很貴。
988,07-156,淮山,faiˇsanˊ,淮山,mountain yam; Chinese yam,淮山又安到山藥，係一味漢藥，也有人拿來煮湯。,淮山又叫做山藥，是一味漢藥，也有人拿來煮湯。
989,07-157,伏苓,fukˋlinˇ,伏苓,poria,伏苓係生在松樹下个一種菇類，中藥店買得著。,伏苓是生在松樹下的一種菇類，中藥店買得到。
990,07-158,薏仁,i  inˇ,薏仁,"myotonin; a tropical Asian grass, having white, beadlike grains",薏仁係一種植物个果仁，又安做薏米，做得食也做得做藥。,薏仁是一種植物的果仁，又叫做薏米，可以吃也可以做藥。
991,07-159,汗斑,hon banˊ,汗斑,hidroa,汗斑係一種皮膚病，皮膚會生白斑，頭擺常見。,汗斑是一種皮膚病，皮膚會生白斑，從前常見。
992,07-160,遠視,ienˋsii,遠視,hyperopia; farsightedness,遠視个人看遠較清楚，聽講到老吔較遽會變老花眼。,遠視的人看遠比較清楚，聽說到老了比較快變老花眼。
993,07-161,老花眼,loˋfaˊngienˋ,老花眼,presbyopia,老人家目珠花，一般就安到老花眼，佢做得戴目鏡矯正。,老人家眼睛花花，一般就叫做老花眼，它可以戴眼鏡矯正。
994,07-162,痔仔,cii eˋ,痔病或稱痔瘡,hemorrhoid,發痔仔愛看直腸科醫生，嚴重个做得手術治療。,生痔瘡要看直腸科醫生，嚴重的可以手術治療。
